workload,strategy,effective_strategy,workers,repeat,step,status,mode,active_workers,iteration_time_s,compute_time_s,max_compute_time_s,comm_time_s,comm_fraction,local_loss,val_loss,throughput_samples_s,worker_cv,straggler_impact,mode_switched,switch_reason,failure_step,recovery_step
homogeneous_high_bw,sync_ps,sync_ps,2,0,24,success,ps,2,0.010753159490717165,5.914999928791076e-05,5.980000423733145e-05,0.010693359486479833,0.9944388433660866,0.5836979433540677,0.5896311499920726,5951.73911958146,0.010989094611273236,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,25,success,ps,2,0.010822799994945526,0.0001690499993856065,0.00018279999494552612,0.01064,0.9831097317671122,0.7368379905869111,0.5841223744573151,5913.441995591653,0.08133685612869332,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,26,success,ps,2,0.01081699999443721,0.00016744999447837472,0.00017699999443721026,0.01064,0.9836368683989799,0.45215432849962156,0.5822482968123384,5916.612742249503,0.05703195112996509,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,27,success,ps,2,0.011241008394948425,0.00014884999836795032,0.00015899998834356666,0.011082008406604858,0.9858553625478103,0.4738208024911175,0.5816784436261602,5693.4393918574815,0.06818938541293527,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,28,success,ps,2,0.01088714308967451,0.00015339999663410708,0.00015999999595806003,0.01072714309371645,0.9853037665951313,0.4738754796747525,0.579440850400652,5878.493510450719,0.04302476809481706,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,29,success,ps,2,0.011391859395034922,0.00014704999921377748,0.0001497999910498038,0.011242059403985118,0.9868502598342205,0.5749128220031334,0.5826585209063038,5618.04686844134,0.018701066521784725,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,30,success,ps,2,0.010794195617037362,0.00011565000022528693,0.00012319999223109335,0.010670995624806268,0.988586459185839,0.49683503145451613,0.5777771191913056,5929.112485138176,0.06528311219901316,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,31,success,ps,2,0.010765599995953962,0.00011665000056382269,0.0001255999959539622,0.01064,0.9883332098534995,0.6603702745775488,0.5768424727335931,5944.861412652628,0.07672520591645866,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,32,success,ps,2,0.010778699993840419,0.00012659999629249796,0.00013869999384041876,0.01064,0.9871320294729717,0.445321221116456,0.5753433130980308,5937.636267506597,0.09557660194861484,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,33,success,ps,2,0.010810774340495969,0.00014075000217417255,0.00015070001245476305,0.010660074328041206,0.9860602018219677,0.4555461143575244,0.5727281000596365,5920.01997121178,0.07069278903161204,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,34,success,ps,2,0.010811370955403557,0.00015895000251475722,0.0001680999994277954,0.010643270955975762,0.984451555670303,0.5455018918095618,0.5731908852885333,5919.693280713173,0.05756525140428004,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,2,0,35,success,ps,2,0.010812861440430739,9.380000119563192e-05,0.0001019000046653673,0.010710961435765371,0.9905760371362616,0.5867533942867866,0.5730143565022827,5918.877288179743,0.08635397953234361,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,0,success,ps,4,0.019701581369492887,0.0001916999972308986,0.0003710999881150201,0.019330481381377867,0.9811639491696005,1.10244151696453,0.979056068240608,6496.9404028756235,0.5409887394938035,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,1,success,ps,4,0.019492518515824467,0.00016055000014603138,0.0001816000003600493,0.019310918515464418,0.9906836050860938,0.9844538342395069,0.893159167550942,6566.621952729542,0.11040119195289215,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,2,success,ps,4,0.019555493349770383,0.0001438750041415915,0.00017660000594332814,0.019378893343827055,0.9909692891514086,0.8704849766984873,0.8270456980061448,6545.475366465401,0.13442067355895326,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,3,success,ps,4,0.01956844912233894,0.00015102500037755817,0.00017829998978413641,0.019390149132554803,0.9908883944420208,0.8353029770885336,0.7734846267837311,6541.141773666562,0.12467390906519232,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,4,success,ps,4,0.019481168895426445,0.0001312749991484452,0.00015020000864751637,0.01933096888677893,0.9922899899151956,0.7596213039000319,0.7321051490148175,6570.447630072665,0.12515067740039407,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,5,success,ps,4,0.019511316022064493,0.00013440000111586414,0.00016999999934341758,0.019341316022721076,0.9912871074841302,0.6974846825538099,0.6978588296258148,6560.295566698341,0.17025931630771238,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,6,success,ps,4,0.01943890000213403,0.0001246250030817464,0.00015890000213403255,0.01928,0.9918256690390614,0.7156794921591842,0.6748726806207291,6584.7347322095375,0.18314528364875887,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,7,success,ps,4,0.019613943150307855,0.00015470000289496966,0.00016450000111944973,0.019449443149188405,0.991613109110247,0.6860793920939594,0.6533379211398576,6525.969766461312,0.03688233479613355,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,8,success,ps,4,0.01951160759436582,0.00010157500219065696,0.0001500000071246177,0.019361607587241203,0.9923122681511937,0.6662613399217656,0.6334927272721484,6560.197532722077,0.2805691046755616,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,9,success,ps,4,0.0193790999978967,7.230000119307078e-05,9.90999978967011e-05,0.01928,0.9948862435351767,0.6544099288950478,0.6185830575524556,6605.053898988725,0.23286675790917982,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,10,success,ps,4,0.019364900006186216,6.0450001910794526e-05,8.490000618621707e-05,0.01928,0.9956157787461285,0.6238119230327639,0.6060379125169776,6609.897286281352,0.2520901615074246,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,11,success,ps,4,0.0195640826567167,0.00010209999891230837,0.0001466999965487048,0.019417382660167994,0.9925015652855903,0.5851404461895112,0.593703811886526,6542.601677061271,0.3588752233211888,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,12,success,ps,4,0.01941150001177564,0.00011190000441274606,0.00013150001177564263,0.01928,0.9932256645959421,0.5902083192354669,0.5844700439387166,6594.029308520778,0.19305019935616347,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,13,success,ps,4,0.019667671970057723,8.562499715480953e-05,0.0001053000014508143,0.01956237196860691,0.9946460363173066,0.546116017834612,0.5730868637624372,6508.141898790492,0.17899765946946386,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,14,success,ps,4,0.019387599989860317,8.132499715429731e-05,0.0001075999898603186,0.01928,0.9944500613837405,0.5633100788822991,0.5616115626079172,6602.158083875456,0.19382901685633225,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,15,success,ps,4,0.01943219999477267,0.00010579999434412457,0.00015219999477267265,0.01928,0.992167639546031,0.517158320048522,0.5529790534849505,6587.005075824273,0.25366849824585297,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,16,success,ps,4,0.01945610000213608,0.00016030000188038684,0.00017610000213608146,0.01928,0.990948853978097,0.5177794998049549,0.545710593849448,6578.913553381557,0.08921970574150634,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,17,success,ps,4,0.019502890734963557,0.0001734749966999516,0.00019389999215491116,0.019308990742808646,0.9900578845059467,0.5298622390586183,0.541283815578911,6563.129627267493,0.08826150298667301,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,18,success,ps,4,0.019495390143015587,0.00011715000437106937,0.00013939999917056412,0.019355990143845023,0.9928495917164035,0.526867881162671,0.5361504574066127,6565.6547040612695,0.18266429763967357,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,19,success,ps,4,0.0198181879315404,7.61500014050398e-05,0.00011249999806750566,0.019705687933472896,0.9943233963439986,0.608778956980067,0.53197530492303,6458.713603996538,0.28816456761766646,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,20,success,ps,4,0.019456400004420428,0.00011962500502704643,0.00017640000442042947,0.01928,0.9909335743313074,0.6046693654557238,0.5275991883222508,6578.81211174312,0.33533058705811747,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,21,success,ps,4,0.01941739999849349,0.00010494999514776282,0.0001373999984934926,0.01928,0.9929238724801388,0.5249482343207268,0.5256428559740131,6592.0257094117105,0.22139879915079697,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,22,success,ps,4,0.019511157949524207,7.60750044719316e-05,0.00011480000102892518,0.019396357948495282,0.9941161871926866,0.47000406033747244,0.5205771219144552,6560.348715905986,0.30604860064379824,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,23,success,ps,4,0.019420799995278938,9.632499495637603e-05,0.0001407999952789396,0.01928,0.9927500414342784,0.5185548526157904,0.5144014605270396,6590.871644376952,0.3289282737525683,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,24,success,ps,4,0.01960607019188329,0.00010009999823523685,0.00011989999620709568,0.019486170195676195,0.9938845472328905,0.55423726692511,0.5091927073958634,6528.590316533227,0.2209272004738688,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,25,success,ps,4,0.01937856483036347,6.362500062095933e-05,7.639999967068434e-05,0.019302164830692786,0.9960574995961013,0.5064967651119695,0.5056777392970507,6605.2363072544,0.14156021869122493,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,26,success,ps,4,0.01940480000441428,9.125000360654667e-05,0.00012480000441428274,0.01928,0.9935686013570925,0.517971631997383,0.49959474043223306,6596.306067101029,0.30141717745198326,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,27,success,ps,4,0.019371099995188414,7.237499812617898e-05,9.109999518841505e-05,0.01928,0.99529711811869,0.4414545491232664,0.49544347283314755,6607.781697053544,0.1520909309882137,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,28,success,ps,4,0.019618740527250336,6.262499664444476e-05,8.600000001024455e-05,0.01953274052724009,0.995616436239075,0.4525256760228059,0.4896826695063852,6524.373968971587,0.231978051587514,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,29,success,ps,4,0.019571140298105315,6.162500358186662e-05,7.959999493323267e-05,0.019491540303172083,0.9959327870670398,0.46958118056558984,0.4857636702618168,6540.242318552675,0.24331125715114924,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,30,success,ps,4,0.01935539999205619,6.42749982944224e-05,7.539999205619097e-05,0.01928,0.99610444671321,0.48608912584840874,0.4805266974112244,6613.141554942473,0.14454590664128214,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,31,success,ps,4,0.019445145718893324,7.392499901470728e-05,0.00010010000551119447,0.01934504571338213,0.9948521853752973,0.49090490049093266,0.4778768896776029,6582.6197371014005,0.25010260228303505,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,32,success,ps,4,0.01936890000754036,7.652500062249601e-05,8.890000754036009e-05,0.01928,0.9954101674588773,0.4079071677229775,0.4768377512958025,6608.532232092132,0.10685284791087415,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,33,success,ps,4,0.019687579303936987,9.440000212634914e-05,0.00013410000246949494,0.019553479301467492,0.9931885987403907,0.5141016989719988,0.4761317066164095,6501.561112411796,0.2605738424613024,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,34,success,ps,4,0.019597646208857435,7.47499980207067e-05,9.639999188948423e-05,0.01950124621696795,0.995081042342426,0.5141728503882992,0.47592940542858553,6531.396609361617,0.19846837586076627,0.0,0,,,
homogeneous_high_bw,sync_ps,sync_ps,4,0,35,success,ps,4,0.019382499994682147,7.099999857018702e-05,0.0001024999946821481,0.01928,0.994711724766657,0.562279993879137,0.47396207479734576,6603.895268160379,0.28114205919188046,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,0,success,ps,2,0.007050249996335712,0.00013424999633571133,0.0001564999984111637,0.01064,1.5091663424034638,1.0778696774260619,0.9679758508206616,9077.692285133617,0.16573558671895572,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,1,success,ps,2,0.007037524198566483,8.494999929098412e-05,9.410000347997993e-05,0.010696267998885383,1.5198907594611428,0.976100997328583,0.9003875102137785,9094.107273270414,0.10771046683524159,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,2,success,ps,2,0.0070290240093858584,6.135000148788095e-05,6.70000008540228e-05,0.010719498473689196,1.525033697334857,0.8952135018406339,0.8455684493582704,9105.10476483517,0.09209452546082544,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,3,success,ps,2,0.006993700002293568,7.77000022935681e-05,8.72999953571707e-05,0.01064,1.5213692318101486,0.842198009130145,0.8016233875453487,9151.093123670065,0.12355202904344369,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,4,success,ps,2,0.007020303952643383,6.525000208057463e-05,7.110000296961516e-05,0.010700083000865859,1.5241623543716956,0.7588197729094224,0.76714783887568,9116.414393411247,0.08965518180614639,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,5,success,ps,2,0.007029436320708381,5.3649993787985295e-05,6.58999924780801e-05,0.010731978964492916,1.526719707649534,0.7535945493560731,0.7348973469965474,9104.57070525827,0.22833177782224384,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,6,success,ps,2,0.007089300208316738,7.004999497439712e-05,7.129998994059861e-05,0.010798846482065139,1.523259865536035,0.740311924098424,0.7122353345538998,9027.689351470695,0.017844326024777365,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,7,success,ps,2,0.0069880500029274265,7.205000292742625e-05,7.850000110920519e-05,0.01064,1.5225992938720676,0.7455962704771619,0.690677245224781,9158.491993215444,0.0895211357417249,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,8,success,ps,2,0.006977700004152954,6.170000415295362e-05,6.439999560825527e-05,0.01064,1.524857760245831,0.7332959094214085,0.6760480067118396,9172.076753358382,0.04375998751715488,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,9,success,ps,2,0.006975126226671437,5.850000161444768e-05,6.040000880602747e-05,0.010640963423164599,1.525558545804628,0.6043538362952412,0.6599058969411619,9175.461191695322,0.0324787539600989,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,10,success,ps,2,0.0071027791595102445,7.584999548271298e-05,8.199999865610152e-05,0.010810660252350049,1.5220324340050961,0.623074326980054,0.6444771394946854,9010.55749625939,0.08108112667863066,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,11,success,ps,2,0.006985949994212948,6.994999421294779e-05,7.529999129474163e-05,0.01064,1.5230569942261267,0.6463208749273799,0.6305180517642934,9161.24507805189,0.0764831658030415,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,12,success,ps,2,0.007111971247977616,5.0300004659220576e-05,5.6200005928985775e-05,0.010864109605105223,1.5275806420329072,0.57694300140953,0.6228036797071773,8998.911520937216,0.11729623471093306,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,13,success,ps,2,0.007011255699427363,6.100000609876588e-05,6.380000559147447e-05,0.01069270106665938,1.525076466335794,0.6751446346736907,0.6194007553349604,9128.179422300505,0.04590162568629015,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,14,success,ps,2,0.007089209977140093,6.269999721553177e-05,6.319998647086322e-05,0.010810015353730093,1.5248547283248952,0.5883807034672095,0.6096723261380852,9027.804255534082,0.007974310519319945,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,15,success,ps,2,0.007088751835816203,4.1999992390628904e-05,4.2799991206265986e-05,0.01084115668219319,1.5293463409761097,0.6000214433938953,0.6024019639605884,9028.387716528237,0.01904759384594519,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,16,success,ps,2,0.007007365721959089,3.824999294010922e-05,4.049998824484646e-05,0.010721716506183044,1.5300637831109967,0.6274133510468017,0.5946109492619975,9133.246720581777,0.058823415979103684,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,17,success,ps,2,0.007030455961232705,5.485000292537734e-05,6.320000102277845e-05,0.010731701474318966,1.526458814833013,0.5699958854832814,0.5906971581251338,9103.250251890971,0.1522333181372451,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,18,success,ps,2,0.0070990512068261,6.204999954206869e-05,6.690000009257346e-05,0.010826155703513893,1.5250144544814654,0.5809659041860578,0.586070162721059,9015.289245760157,0.07816278014722286,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,19,success,ps,2,0.006960699991121888,4.469999112188816e-05,4.859999171458185e-05,0.01064,1.5285818974486647,0.5694161421311201,0.5813923251125371,9194.477578638585,0.08724835078402576,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,20,success,ps,2,0.007090889324625036,5.8400000852998346e-05,5.9600002714432776e-05,0.010819214344264673,1.5257908915165292,0.6313603917900874,0.5768971163962516,9025.66618516279,0.020547976427381223,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,21,success,ps,2,0.0069758999977228234,5.989999772282317e-05,6.029999349266291e-05,0.01064,1.5252512225624315,0.6359956335149692,0.5726543280746644,9174.44344398455,0.0066777258492215445,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,22,success,ps,2,0.007005488070135998,4.159999662078917e-05,4.400000034365803e-05,0.010713673959254167,1.5293258445369362,0.5445776687947997,0.5684523743672311,9135.694666704008,0.05769240048392413,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,23,success,ps,2,0.006952999997973908,3.699999797390774e-05,3.7999998312443495e-05,0.01064,1.530274702013588,0.5469405390142696,0.5656953591648072,9204.659861735867,0.02702703692616187,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,24,success,ps,2,0.007113556725304679,5.494999641086906e-05,6.510000093840063e-05,0.010859394967528939,1.5265774052098842,0.6199297806735431,0.5655521989614236,8996.905833664921,0.18471346689315588,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,25,success,ps,2,0.006970899996030145,5.4899996030144393e-05,5.629999213851988e-05,0.01064,1.5263452360612504,0.4198376153241393,0.5621633547422543,9181.023976308272,0.025500841240606666,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,26,success,ps,2,0.007034254050537017,4.0700004319660366e-05,4.3100008042529225e-05,0.010759313917257471,1.5295600414710742,0.563844855704178,0.5617561847356979,9098.33502460919,0.05896814273165523,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,27,success,ps,2,0.006975049991250504,5.904999125050381e-05,6.58999924780801e-05,0.01064,1.5254370955544125,0.5143510908112919,0.5635874194513453,9175.561477019024,0.11600342297280897,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,28,success,ps,2,0.006977350001487881,6.135000148788095e-05,6.310000026132911e-05,0.01064,1.5249342512173074,0.49204265716449697,0.5599484789872797,9172.536849427412,0.028524836226271767,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,29,success,ps,2,0.006977649996496272,6.164999649627134e-05,6.209999264683574e-05,0.01064,1.5248686886477145,0.5377197803546463,0.5584765481943319,9172.142488106554,0.007299207929272318,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,30,success,ps,2,0.006957799998143688,4.1799998143687844e-05,4.2499988921917975e-05,0.01064,1.5292190064156352,0.47062412701712175,0.5547702844173836,9198.309813026377,0.01674619120981095,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,31,success,ps,2,0.00698255204273813,3.789999755099416e-05,3.850000211969018e-05,0.01068408006951867,1.5301110545434657,0.6525581476625455,0.5533210667853746,9165.703256957482,0.015831255715978997,0.0,0,,,
homogeneous_high_bw,async_ps_ssp,async_ps_ssp,2,0,32,success,ps,2,0.007077287839399445,5.8550009271129966e-05,6.830001075286418e-05,0.010798058200197407,1.5257339315894907,0.557820216006519,0.54781549464839,9043.012161199711,0.16652433426714153,0.0,0,,,
